x,y,z,rho,p,is_boundary,kind
0.17318,0.295251,0.28606,1245.69,20741.5,0,0
0.166694,0.296337,0.286295,1255.11,21306.3,0,0
0.167002,0.296886,0.286653,1257.41,21444.3,0,0
0.166394,0.296409,0.285765,1251.44,21086.1,0,0
0.165807,0.295454,0.300779,1330.35,25821.3,0,0
0.165852,0.296985,0.332437,1414.74,30884.3,0,0
0.16585,0.297,0.367626,1414.53,30871.8,0,0
0.1658,0.295454,0.399216,1330.37,25822.1,0,0
0.166567,0.296334,0.414252,1251.42,21085.1,0,0
0.165785,0.296915,0.413308,1257.1,21426.2,0,0
0.166706,0.296336,0.413679,1255.3,21317.9,0,0
0.166144,0.295104,0.413918,1253.27,21196.1,0,0
0.16551,0.297,0.286178,1253.36,21201.7,0,0
0.168125,0.296573,0.286262,1254.83,21289.6,0,0
0.170178,0.296414,0.286532,1254.94,21296.5,0,0
0.166081,0.29538,0.285543,1249.68,20980.6,0,0
0.165726,0.296393,0.299354,1324.38,25462.6,0,0
0.166047,0.295285,0.328165,1408.16,30489.4,0,0
0.16601,0.295285,0.371854,1408.1,30485.9,0,0
0.16572,0.296392,0.400642,1324.39,25463.2,0,0
0.16606,0.295378,0.414494,1249.43,20965.6,0,0
0.169098,0.296492,0.413472,1256.06,21363.6,0,0
0.166606,0.296555,0.413809,1254.37,21261.9,0,0
0.167006,0.296944,0.413966,1253.3,21198.1,0,0
0.165823,0.295727,0.286138,1253.6,21216.3,0,0
0.166886,0.296856,0.286236,1254.65,21278.7,0,0
0.166422,0.295201,0.285507,1249.54,20972.3,0,0
0.166557,0.296127,0.286974,1259.52,21571.2,0,0
0.166952,0.296967,0.297304,1315.75,24944.9,0,0
0.166105,0.295093,0.324786,1401.74,30104.7,0,0
0.166083,0.295093,0.375198,1401.76,30105.9,0,0
0.166841,0.297,0.402727,1315.49,24929.7,0,0
0.166839,0.296243,0.413032,1259.58,21574.6,0,0
0.166164,0.295015,0.414487,1249.39,20963.2,0,0
0.166557,0.296825,0.413935,1253.42,21205.4,0,0
0.165484,0.295501,0.413871,1253.24,21194.5,0,0
0.173163,0.296478,0.285794,1244.07,20644.4,0,0
0.166525,0.295012,0.286076,1253.34,21200.6,0,0
0.166164,0.295815,0.285297,1248.13,20887.8,0,0
0.169895,0.295436,0.286519,1255.14,21308.6,0,0
0.1668,0.296352,0.295637,1308.07,24483.9,0,0
0.165216,0.295305,0.320218,1391.08,29464.9,0,0
0.165189,0.295305,0.379758,1391.11,29466.4,0,0
0.166818,0.296351,0.40436,1308.09,24485.5,0,0
0.169995,0.295522,0.413452,1255.27,21316.2,0,0
0.166075,0.295772,0.414724,1247.94,20876.5,0,0
0.166524,0.295056,0.41384,1253.95,21237,0,0
0.166018,0.29637,0.413898,1253.52,21210.9,0,0
0.170418,0.296452,0.285937,1250.66,21039.6,0,0
0.166159,0.295818,0.285651,1250.55,21033,0,0
0.166924,0.296755,0.286958,1259.42,21565.4,0,0
0.166148,0.296856,0.28648,1255.97,21357.9,0,0
0.165607,0.296544,0.295256,1305.52,24331.2,0,0
0.166705,0.296485,0.319949,1391.68,29500.6,0,0
0.166724,0.296484,0.380056,1391.67,29500.1,0,0
0.165732,0.296583,0.404738,1305.64,24338.3,0,0
0.166352,0.296758,0.413322,1257.42,21444.9,0,0
0.166556,0.296852,0.413006,1259.51,21570.4,0,0
0.166278,0.295819,0.414147,1252,21120,0,0
0.168325,0.296387,0.413979,1253.19,21191.6,0,0
0.166923,0.296408,0.286004,1253.22,21193.1,0,0
0.167001,0.296479,0.285766,1251.62,21097.3,0,0
0.168051,0.296348,0.286915,1259.18,21551,0,0
0.172014,0.296135,0.285739,1246.51,20790.7,0,0
