x,y,z,rho,p,is_boundary,kind
0.0973138,0.362525,0.28953,23742.1,1.37053e+06,0,0
0.0969128,0.362979,0.299064,27474,1.59444e+06,0,0
0.0979075,0.361973,0.309773,31492.5,1.83555e+06,0,0
0.100603,0.361323,0.319796,35782.4,2.09295e+06,0,0
0.100025,0.362164,0.329656,38305.7,2.24434e+06,0,0
0.101602,0.362248,0.339811,40884.2,2.39905e+06,0,0
0.0994343,0.363698,0.350711,40842.4,2.39655e+06,0,0
0.0975601,0.364898,0.359551,39735,2.3301e+06,0,0
0.0993847,0.362,0.368934,37298.3,2.1839e+06,0,0
0.100647,0.361436,0.380473,35829.5,2.09577e+06,0,0
0.098461,0.360249,0.390461,31113.5,1.81281e+06,0,0
0.100108,0.363375,0.402875,28269.8,1.64219e+06,0,0
0.100507,0.362,0.411491,23883.3,1.379e+06,0,0
0.0987696,0.36866,0.286327,24527.6,1.41766e+06,0,0
0.0970922,0.368233,0.298057,28663.9,1.66584e+06,0,0
0.0998598,0.368206,0.311418,35194.9,2.05769e+06,0,0
0.100444,0.368162,0.318071,37787.9,2.21328e+06,0,0
0.0983577,0.368612,0.32927,39827.3,2.33564e+06,0,0
0.0989965,0.369212,0.342931,42551,2.49906e+06,0,0
0.0979179,0.368874,0.350338,42023.8,2.46743e+06,0,0
0.100839,0.369018,0.360914,43243.5,2.54061e+06,0,0
0.0990926,0.368631,0.369993,40480.8,2.37484e+06,0,0
0.0983417,0.368328,0.379346,37530.6,2.19784e+06,0,0
0.098384,0.367959,0.391114,33496.9,1.95582e+06,0,0
0.0966572,0.368263,0.400809,28994.1,1.68565e+06,0,0
0.097202,0.368732,0.410776,25235.5,1.46013e+06,0,0
0.0982588,0.367273,0.288825,25048.4,1.44890e+06,0,0
0.0968945,0.367312,0.297643,28130.4,1.63382e+06,0,0
0.0970643,0.366659,0.309799,32626.8,1.90361e+06,0,0
0.101305,0.36797,0.321724,39290.7,2.30344e+06,0,0
0.10053,0.367452,0.330749,40950.1,2.40301e+06,0,0
0.0991415,0.367617,0.341356,41832.3,2.45594e+06,0,0
0.100109,0.367822,0.3506,42948.6,2.52291e+06,0,0
0.101194,0.367264,0.358959,42928.3,2.5217e+06,0,0
0.0983504,0.366785,0.368743,39538.7,2.31832e+06,0,0
0.0988283,0.366984,0.380652,36893.9,2.15963e+06,0,0
0.0988585,0.367294,0.392262,33061,1.92966e+06,0,0
0.0989093,0.367099,0.400455,29809.6,1.73458e+06,0,0
0.0989732,0.367619,0.412397,24953.4,1.4432e+06,0,0
0.10058,0.361188,0.290627,25111.3,1.45268e+06,0,0
0.098548,0.361891,0.299586,28087.2,1.63123e+06,0,0
0.0985877,0.360658,0.309405,31261.7,1.8217e+06,0,0
0.0964701,0.360742,0.318779,33151.9,1.93511e+06,0,0
0.0999778,0.361265,0.329613,37940.7,2.22244e+06,0,0
0.0987662,0.360026,0.340243,38352.3,2.24714e+06,0,0
0.100016,0.36108,0.349391,40070.5,2.35023e+06,0,0
0.098109,0.360112,0.362086,37774,2.21244e+06,0,0
0.0993331,0.36192,0.369248,38136.1,2.23417e+06,0,0
0.0997921,0.3608,0.380082,35291.8,2.06351e+06,0,0
0.0982437,0.362,0.388912,31432.1,1.83193e+06,0,0
0.0985128,0.362693,0.401049,28025.2,1.62751e+06,0,0
0.0975941,0.361964,0.4103,23907.1,1.38043e+06,0,0
0.0979082,0.368684,0.288722,25285.5,1.46313e+06,0,0
0.100982,0.371654,0.299064,31850.6,1.85703e+06,0,0
0.100415,0.370481,0.312471,36689.5,2.14737e+06,0,0
0.101062,0.369978,0.319386,39271.7,2.3023e+06,0,0
0.0976654,0.370176,0.329622,40136.6,2.3542e+06,0,0
0.099828,0.368531,0.339751,42586.1,2.50117e+06,0,0
0.100807,0.371735,0.351717,45049.9,2.64899e+06,0,0
0.0980633,0.370567,0.359694,42336.6,2.4862e+06,0,0
0.100785,0.371347,0.370561,42459.3,2.49356e+06,0,0
0.0989555,0.370969,0.380822,38413.7,2.25082e+06,0,0
0.0970976,0.370916,0.391534,33639.8,1.96439e+06,0,0
0.101209,0.370358,0.39875,32615.8,1.90295e+06,0,0
0.0988845,0.372505,0.41078,26832.5,1.55595e+06,0,0
0.0974292,0.38018,0.291168,28512,1.65672e+06,0,0
0.10138,0.379838,0.298835,33859.1,1.97754e+06,0,0
0.0995163,0.377724,0.312261,38194.4,2.23766e+06,0,0
0.101105,0.380271,0.320092,42622.7,2.50336e+06,0,0
0.0998946,0.379853,0.330927,44878.3,2.6387e+06,0,0
0.0963485,0.381144,0.337805,44107.4,2.59244e+06,0,0
0.100579,0.380821,0.350281,47874.2,2.81845e+06,0,0
0.100094,0.379827,0.36265,46283.3,2.723e+06,0,0
0.099432,0.37828,0.370552,43843.2,2.57659e+06,0,0
0.0986604,0.380824,0.381139,40912.5,2.40075e+06,0,0
0.0997008,0.378411,0.390111,37594.7,2.20168e+06,0,0
0.0993144,0.378732,0.39862,33845.1,1.97671e+06,0,0
0.100064,0.379319,0.409384,29335.8,1.70615e+06,0,0
