x,y,z,rho,p,is_boundary
0.881127,0.292683,0.4836,109.487,548.736,0
0.886266,0.293913,0.579912,96.1292,0,0
0.880886,0.305554,0.67573,108.988,498.788,0
0.879428,0.285088,0.779725,102.789,0,0
0.888445,0.305287,0.867691,96.5894,0,0
0.87212,0.285198,0.973599,110.674,667.446,0
0.864268,0.402832,0,105.15,115.021,0
0.878829,0.402993,0.0918588,110.176,617.609,0
0.884231,0.380052,0.204075,100.795,0,0
0.879767,0.386531,0.302195,110.832,683.242,0
0.887743,0.387733,0.390209,101.633,0,0
0.887634,0.397918,0.501233,101.827,0,0
0.888704,0.403396,0.586339,108.906,490.621,0
0.870267,0.401084,0.683329,104.892,89.222,0
0.881762,0.387436,0.786979,104.144,14.4066,0
0.865776,0.395055,0.8859,119.71,1571.03,0
0.870397,0.378559,0.961366,118.373,1437.33,0
0.890516,0.500593,0,112.272,827.188,0
0.891228,0.48529,0.0995353,130.186,2618.63,0
0.888381,0.48877,0.181337,109.477,547.749,0
0.881814,0.478251,0.284276,88.3613,0,0
0.888308,0.493647,0.398975,93.0741,0,0
0.865961,0.493088,0.498121,122.401,1840.07,0
0.877302,0.494067,0.593268,129.781,2578.09,0
0.879113,0.491054,0.695919,127.414,2341.42,0
0.872398,0.47891,0.773898,106.179,217.918,0
0.876225,0.500687,0.881701,111.842,784.207,0
0.875768,0.472637,0.965305,109.646,564.645,0
0.890301,0.573786,0.0123054,120.616,1661.6,0
0.863983,0.588972,0.0985845,108.035,403.483,0
0.885329,0.586228,0.200012,116.646,1264.6,0
0.866974,0.596915,0.295114,105.274,127.357,0
0.87152,0.58353,0.38591,97.4847,0,0
0.877903,0.572102,0.496184,105.598,159.827,0
0.865779,0.578536,0.593761,113.304,930.447,0
0.883091,0.574914,0.687343,105.403,140.323,0
0.880396,0.592954,0.791898,117.632,1363.2,0
0.866215,0.587508,0.867669,139.57,3557,0
0.890995,0.579501,0.977375,98.9943,0,0
0.884326,0.690216,0.0119859,105.792,179.16,0
0.872645,0.677142,0.0894265,125.276,2127.56,0
0.870638,0.672921,0.187147,115.808,1180.77,0
0.888519,0.68289,0.285276,96.9888,0,0
0.886634,0.693554,0.395401,115.501,1150.11,0
0.891745,0.695718,0.480462,105.409,140.864,0
0.866593,0.695735,0.595452,104.118,11.7661,0
0.871676,0.68009,0.67783,117.543,1354.32,0
0.877656,0.687667,0.77587,109.818,581.845,0
0.877233,0.671835,0.882605,113.022,902.163,0
0.880126,0.676733,0.966225,106.191,219.145,0
0.868522,0.786407,0.0105321,103.608,0,0
0.882888,0.783813,0.108024,112.592,859.227,0
0.879235,0.770468,0.191422,118.742,1474.17,0
0.870202,0.788338,0.282607,99.9594,0,0
0.87886,0.782193,0.383312,110.596,659.65,0
0.88089,0.786564,0.495352,121.531,1753.14,0
0.865315,0.790833,0.575558,116.541,1254.06,0
0.863071,0.780987,0.675629,106.135,213.547,0
0.876263,0.766775,0.793917,129.089,2508.89,0
0.886415,0.785415,0.876716,101.923,0,0
0.883996,0.791906,0.98979,103.53,0,0
0.871444,0.878634,0.000660463,98.4274,0,0
0.871198,0.877269,0.102801,103.24,0,0
0.884682,0.875117,0.203602,107.423,342.342,0
0.889561,0.890893,0.278048,131.052,2705.17,0
0.887224,0.868429,0.38627,118.107,1410.7,0
0.870664,0.871728,0.473583,121.628,1762.82,0
0.869634,0.885631,0.590279,124.054,2005.39,0
0.869645,0.87907,0.694859,106.102,210.184,0
0.874064,0.864749,0.785641,96.7024,0,0
0.883554,0.884234,0.889905,140.808,3680.77,0
0.883107,0.870606,0.961537,129.748,2574.8,0
0.883946,0.98061,0.00935669,99.6009,0,0
0.865418,0.973244,0.108949,114.5,1049.96,0
0.870825,0.974124,0.20533,118.559,1455.91,0
0.868081,0.974568,0.291687,117.591,1359.11,0
0.886573,0.964878,0.401684,107.369,336.862,0
0.886452,0.962282,0.477716,126.462,2246.19,0
0.888345,0.96166,0.585191,118.562,1456.2,0
0.874076,0.963937,0.688305,98.9402,0,0
0.866712,0.985984,0.784349,107.655,365.485,0
0.872855,0.965876,0.865363,115.94,1193.96,0
0.870074,0.96479,0.979041,91.89,0,0
0.88372,1.0826,0.0084756,117.725,1372.52,0
0.883611,1.0606,0.0859144,108.429,442.939,0
0.877029,1.08532,0.182113,94.4961,0,0
0.879166,1.05717,0.284899,103.075,0,0
0.878956,1.07405,0.376985,86.0297,0,0
0.881844,1.06136,0.496353,88.3546,0,0
0.867838,1.08379,0.59799,109.764,576.384,0
0.877206,1.08085,0.684791,103.962,0,0
0.886058,1.07774,0.770649,96.7274,0,0
0.876741,1.07849,0.890717,101.908,0,0
0.870537,1.07127,0.970849,98.1037,0,0
0.963458,0.0938057,0,93.0976,0,0
0.969107,0.086472,0.087707,107.187,318.726,0
0.97095,0.0939127,0.186832,94.5523,0,0
0.962551,0.101289,0.286411,99.6544,0,0
0.97946,0.0851969,0.390447,82.7204,0,0
0.987904,0.106988,0.48575,102.668,0,0
0.980614,0.101744,0.581131,88.6003,0,0
0.98481,0.109958,0.693268,85.1827,0,0
0.971797,0.0918745,0.791874,104.645,64.5409,0
0.97326,0.0880818,0.881824,97.5447,0,0
0.974226,0.0945199,0.976051,84.1397,0,0
0.979833,0.203452,0.00616732,88.0346,0,0
0.987838,0.187181,0.105669,104.433,43.3136,0
0.986773,0.19844,0.18162,108.711,471.137,0
0.980634,0.183828,0.28257,94.3299,0,0
0.973945,0.202989,0.38844,97.0622,0,0
0.971632,0.184622,0.4895,102.353,0,0
0.970858,0.20491,0.591998,107.525,352.545,0
0.989037,0.20435,0.680603,96.1842,0,0
0.973101,0.183535,0.778979,93.5973,0,0
0.981564,0.207431,0.876574,105.72,172.034,0
0.963796,0.207123,0.969293,106.086,208.606,0
0.987014,0.30264,3.22446e-05,98.7783,0,0
0.961861,0.282069,0.100455,102.198,0,0
0.970768,0.284925,0.209403,96.3652,0,0
0.968681,0.293956,0.305694,106.241,224.097,0
0.972275,0.281838,0.399252,107.234,323.406,0
0.962032,0.292246,0.49084,116.292,1229.19,0
0.989152,0.281981,0.573444,108.255,425.521,0
0.970472,0.304875,0.675147,101.012,0,0
0.984784,0.291653,0.792608,88.1587,0,0
0.986678,0.284693,0.884535,124.558,2055.81,0
0.969649,0.283742,0.963269,116.139,1213.95,0
0.973765,0.383927,2.49389e-05,95.1884,0,0
0.976498,0.384732,0.111368,88.5034,0,0
0.974748,0.394592,0.207862,99.5432,0,0
0.977346,0.378092,0.300593,103.634,0,0
0.975127,0.400275,0.39707,114.16,1016.04,0
0.982037,0.385926,0.474757,109.97,596.973,0
0.980559,0.385983,0.580195,97.041,0,0
0.981477,0.390292,0.668641,111.262,726.205,0
0.973755,0.395132,0.768555,99.188,0,0
0.97769,0.383087,0.862964,85.1378,0,0
0.963645,0.388182,0.985381,89.2293,0,0
0.979414,0.481531,0,96.1476,0,0
0.964693,0.490196,0.0904107,110.818,681.825,0
0.974346,0.496342,0.192274,107.283,328.284,0
0.981776,0.499691,0.284084,105.971,197.116,0
0.987225,0.491933,0.389665,110.097,609.701,0
0.986058,0.481244,0.48696,92.1153,0,0
0.962603,0.499629,0.581505,99.7111,0,0
0.978046,0.477247,0.68729,105.781,178.088,0
0.983027,0.49362,0.770904,104.417,41.671,0
0.987684,0.498307,0.884125,88.4415,0,0
0.976245,0.477864,0.971021,102.931,0,0
0.967667,0.596635,0.00625467,102.791,0,0
0.976707,0.597408,0.103031,107.03,302.976,0
0.962478,0.589481,0.200957,117.64,1364.05,0
0.980965,0.574675,0.303645,100.823,0,0
0.980737,0.571828,0.399799,112.791,879.1,0
0.97155,0.585598,0.482407,103.885,0,0
0.976427,0.59092,0.597269,118.519,1451.93,0
0.980064,0.580124,0.674424,107.021,302.134,0
0.971988,0.577919,0.786349,111.389,738.91,0
0.965866,0.595313,0.86492,118.704,1470.42,0
0.968693,0.569578,0.988036,97.8946,0,0
0.97584,0.689796,0,110.386,638.644,0
0.984073,0.672512,0.095726,116.13,1213.04,0
0.978517,0.674815,0.185996,103.898,0,0
0.985315,0.694185,0.279239,94.8519,0,0
0.963464,0.675903,0.403785,105.724,172.394,0
0.981771,0.678164,0.491894,107.576,357.634,0
0.973287,0.669148,0.597395,106.087,208.739,0
0.983532,0.676303,0.686649,94.1355,0,0
0.983027,0.687489,0.789453,101.629,0,0
0.981887,0.669927,0.870195,114.949,1094.94,0
0.980576,0.682184,0.968167,85.3944,0,0
0.962462,0.769127,0.00640358,106.728,272.77,0
0.969515,0.766697,0.100051,99.7826,0,0
0.963077,0.782773,0.205952,114.303,1030.27,0
0.968114,0.78226,0.286105,119.886,1588.58,0
0.97576,0.786041,0.382793,111.059,705.943,0
0.976249,0.772298,0.477471,97.8777,0,0
0.972173,0.776917,0.576248,87.8995,0,0
0.977731,0.784535,0.675282,90.3226,0,0
0.962941,0.78025,0.791206,124.201,2020.06,0
0.976748,0.788432,0.863398,111.783,778.312,0
0.971277,0.785638,0.96461,92.2296,0,0
0.966681,0.874645,0.00790193,110.522,652.225,0
0.96972,0.883008,0.0836464,113.948,994.794,0
0.98923,0.869725,0.188178,91.1929,0,0
0.967325,0.872686,0.284621,111.683,768.288,0
0.967757,0.86198,0.395082,112.828,882.812,0
0.969705,0.886573,0.49773,96.7102,0,0
0.963885,0.883435,0.588092,112.381,838.108,0
0.984516,0.873043,0.681715,109.627,562.684,0
0.984153,0.863609,0.768503,96.6351,0,0
0.964485,0.888114,0.876593,118.854,1485.44,0
0.96661,0.888243,0.973395,103.296,0,0
0.978244,0.964982,0.00476553,95.3141,0,0
0.973276,0.962066,0.111237,107.427,342.709,0
0.973299,0.983426,0.188945,111.226,722.594,0
0.979905,0.968935,0.294363,92.7447,0,0
0.986059,0.970224,0.383667,88.3215,0,0
0.961054,0.980005,0.501328,113.457,945.652,0
0.967856,0.968465,0.596611,123.995,1999.47,0
0.979778,0.96511,0.677346,106.456,245.612,0
0.973183,0.984989,0.782602,100.183,0,0
0.967817,0.963386,0.890536,106.452,245.166,0
0.969055,0.981276,0.986676,92.6547,0,0
0.960452,1.06449,0.00699829,109.775,577.504,0
0.989071,1.07441,0.0862053,89.3928,0,0
0.965994,1.06337,0.194295,99.1179,0,0
0.9823,1.08051,0.30492,82.339,0,0
0.976769,1.08487,0.400928,90.1421,0,0
0.983102,1.06962,0.494186,100.66,0,0
0.963701,1.08315,0.582442,89.6572,0,0
0.97832,1.06286,0.687496,89.4179,0,0
0.982842,1.05807,0.78369,114.002,1000.21,0
0.971865,1.07992,0.872294,94.2383,0,0
0.971441,1.0838,0.966924,86.1367,0,0
