x,y,z,rho,p,is_boundary
0.380298,0.675254,0.586708,130.437,2643.73,0
0.378006,0.678705,0.689606,112.698,869.792,0
0.398262,0.686701,0.786116,128.332,2433.22,0
0.399184,0.677774,0.866034,122.667,1866.69,0
0.398532,0.67724,0.972542,114.449,1044.86,0
0.393394,0.774921,0.0135072,122.828,1882.8,0
0.38949,0.786817,0.0849651,124.769,2076.93,0
0.380716,0.782234,0.18296,112.802,880.232,0
0.390085,0.776266,0.288971,126.421,2242.11,0
0.378874,0.782605,0.382382,106.154,215.408,0
0.394934,0.793094,0.500723,118.932,1493.19,0
0.389714,0.764921,0.570732,117.943,1394.31,0
0.403572,0.768756,0.693273,105.822,182.159,0
0.379257,0.765726,0.779799,120.047,1604.75,0
0.404433,0.779609,0.883057,122.068,1806.79,0
0.383154,0.786648,0.961167,106.152,215.198,0
0.399707,0.867602,0,107.081,308.147,0
0.395961,0.871186,0.100767,122.212,1821.15,0
0.380917,0.877081,0.183099,103.496,0,0
0.395326,0.865167,0.303609,105.659,165.933,0
0.382665,0.867588,0.403007,109.606,560.562,0
0.395142,0.867629,0.494576,125.554,2155.4,0
0.394345,0.876027,0.595363,114.333,1033.34,0
0.391932,0.869168,0.671103,107.169,316.936,0
0.381571,0.871813,0.773674,97.6287,0,0
0.392804,0.887416,0.876863,110.183,618.256,0
0.385634,0.872821,0.961379,113.807,980.73,0
0.377097,0.959335,0.00794334,111.884,788.354,0
0.391461,0.960428,0.100108,114.925,1092.54,0
0.397735,0.975984,0.195833,113.784,978.387,0
0.375536,0.977341,0.278902,103.616,0,0
0.377387,0.965115,0.395768,95.8522,0,0
0.389947,0.986127,0.497069,99.4105,0,0
0.38834,0.97415,0.580635,107.253,325.313,0
0.380894,0.981485,0.69342,113.082,908.208,0
0.379104,0.966778,0.794297,124.961,2096.13,0
0.380495,0.987605,0.869283,129.127,2512.74,0
0.389121,0.982322,0.965614,102.005,0,0
0.38433,1.08281,0.00873795,98.4255,0,0
0.389531,1.06619,0.0995566,109.742,574.215,0
0.375548,1.05817,0.189792,104.557,55.7426,0
0.403137,1.06604,0.292056,96.9136,0,0
0.375518,1.06847,0.390407,96.9283,0,0
0.377353,1.07959,0.498653,95.0579,0,0
0.385575,1.06838,0.597618,104.494,49.4461,0
0.402816,1.06665,0.681261,120.689,1668.89,0
0.392536,1.061,0.773416,106.804,280.397,0
0.399504,1.07098,0.871551,110.042,604.237,0
0.401554,1.08406,0.986895,98.5789,0,0
0.497688,0.0861374,2.75059e-06,104.276,27.6344,0
0.502147,0.0933778,0.100275,94.543,0,0
0.498559,0.0857204,0.201991,113.701,970.12,0
0.500373,0.0893054,0.293566,112.559,855.932,0
0.476477,0.0976308,0.399538,109.912,591.203,0
0.501135,0.100983,0.486578,103.65,0,0
0.490609,0.0879197,0.575577,100.47,0,0
0.473912,0.107334,0.679071,104.261,26.0811,0
0.486426,0.083146,0.772868,89.6332,0,0
0.49317,0.103178,0.877447,103.845,0,0
0.47889,0.0992322,0.983794,88.4493,0,0
0.490451,0.185096,0.000164041,96.5362,0,0
0.501428,0.202485,0.0966606,117.808,1380.83,0
0.484447,0.183652,0.188202,100.767,0,0
0.479398,0.183707,0.28994,116.733,1273.31,0
0.477387,0.190741,0.38657,118.977,1497.71,0
0.484174,0.206418,0.497508,98.1891,0,0
0.488654,0.18505,0.596337,119.081,1508.09,0
0.501145,0.188317,0.679087,130.835,2683.45,0
0.501308,0.196472,0.769427,104.993,99.3088,0
0.481062,0.189438,0.864935,104.31,31.044,0
0.500367,0.194274,0.970176,111.327,732.713,0
0.478352,0.302336,0,102.039,0,0
0.489977,0.282016,0.107813,129.992,2599.19,0
0.489073,0.29757,0.182991,98.8027,0,0
0.480135,0.279472,0.300414,111.768,776.839,0
0.478042,0.282654,0.382023,125.935,2193.55,0
0.487571,0.291272,0.483163,96.0262,0,0
0.498675,0.283178,0.589613,114.735,1073.51,0
0.476518,0.278421,0.67424,111.846,784.612,0
0.49158,0.299268,0.785644,105.251,125.077,0
0.500301,0.301561,0.870421,108.978,497.825,0
0.49646,0.296379,0.984565,107.333,333.305,0
0.479512,0.391682,0,124.248,2024.77,0
0.489095,0.402237,0.0893561,106.517,251.681,0
0.484349,0.398035,0.209411,117.251,1325.09,0
0.487461,0.377767,0.305736,97.4662,0,0
0.484378,0.380693,0.402927,127.684,2368.42,0
0.491311,0.397053,0.476937,108.762,476.199,0
0.498658,0.400104,0.598297,106.659,265.894,0
0.50161,0.374699,0.689557,114.736,1073.58,0
0.481649,0.397115,0.784522,117.557,1355.73,0
0.473917,0.381338,0.874166,118.353,1435.28,0
0.48866,0.376988,0.974303,100.579,0,0
0.479401,0.472235,0.0115155,122.655,1865.47,0
0.496319,0.482366,0.105993,126.603,2260.3,0
0.494607,0.479931,0.208701,109.106,510.588,0
0.476926,0.492204,0.302725,105.428,142.827,0
0.486287,0.500313,0.393335,107.166,316.555,0
0.480175,0.493585,0.486296,123.206,1920.6,0
0.475516,0.49477,0.580006,110.402,640.22,0
0.480985,0.491598,0.6723,106.582,258.237,0
0.500273,0.479562,0.776725,94.0084,0,0
0.476827,0.490401,0.890914,98.2874,0,0
0.49757,0.498843,0.98667,94.7429,0,0
0.491892,0.582513,0,90.3566,0,0
0.489981,0.578384,0.0934133,115.629,1162.93,0
0.482105,0.591585,0.188833,89.6273,0,0
0.497363,0.594381,0.296955,114.272,1027.18,0
0.473775,0.583238,0.379994,128.196,2419.62,0
0.476065,0.583236,0.48003,117.031,1303.15,0
0.495256,0.586784,0.58209,105.146,114.59,0
0.48838,0.581897,0.686437,102.968,0,0
0.497755,0.597972,0.7939,109.536,553.58,0
0.49753,0.577328,0.881662,120.195,1619.45,0
0.484752,0.597923,0.965166,110.978,697.759,0
0.5007,0.683718,0,96.036,0,0
0.494742,0.673341,0.0886706,111.224,722.407,0
0.498088,0.690924,0.200015,114.404,1040.36,0
0.500302,0.683557,0.297136,128.141,2414.15,0
0.475686,0.691728,0.392432,113.18,917.963,0
0.498539,0.684667,0.476585,107.638,363.792,0
0.477001,0.684806,0.590681,89.4117,0,0
0.48354,0.678474,0.693392,106.459,245.874,0
0.482763,0.69028,0.775132,112.206,820.644,0
0.48402,0.691218,0.890956,116.267,1226.72,0
0.481679,0.686078,0.968031,137.455,3345.49,0
0.475651,0.786769,0.00403906,113.304,930.447,0
0.490258,0.767081,0.102345,114.129,1012.87,0
0.494686,0.769597,0.183849,121.27,1726.98,0
0.474481,0.773797,0.286398,102.573,0,0
0.499431,0.787544,0.388256,103.059,0,0
0.496007,0.767137,0.488232,106.653,265.325,0
0.481475,0.792385,0.592192,101.94,0,0
0.494529,0.778447,0.677044,110.283,628.293,0
0.475196,0.790842,0.792248,109.652,565.184,0
0.473835,0.789184,0.891196,129.19,2519.01,0
0.49733,0.770808,0.984405,106.947,294.727,0
0.49484,0.862393,0,110.52,652.018,0
0.493649,0.863192,0.100685,103.023,0,0
0.493029,0.870688,0.18737,101.882,0,0
0.479806,0.886797,0.294045,109.086,508.609,0
0.485049,0.872584,0.39987,104.868,86.7531,0
0.475276,0.870173,0.496897,113.854,985.445,0
0.480714,0.890465,0.578661,123.332,1933.24,0
0.49299,0.880375,0.693732,106.204,220.362,0
0.48284,0.86484,0.792801,119.622,1562.21,0
0.474848,0.872476,0.878205,128.139,2413.86,0
0.48523,0.86269,0.973449,98.9384,0,0
0.492729,0.97447,0,106.931,293.097,0
0.47342,0.978405,0.0841631,109.611,561.068,0
0.494588,0.964944,0.182194,111.268,726.8,0
0.488196,0.962258,0.28702,105.943,194.28,0
0.476546,0.972292,0.390262,100.373,0,0
0.498634,0.97855,0.478164,102.371,0,0
0.493986,0.968685,0.570998,116.369,1236.94,0
0.501488,0.975356,0.686,101.429,0,0
0.484262,0.981067,0.775062,108.847,484.693,0
0.492806,0.96377,0.889287,113.865,986.488,0
0.486326,0.961556,0.968991,105.873,187.292,0
0.496652,1.06278,0.00549953,102.674,0,0
0.477069,1.08058,0.084709,105.524,152.38,0
0.486643,1.06157,0.189256,93.9316,0,0
0.491782,1.08191,0.279341,96.9841,0,0
0.487595,1.07737,0.384302,84.3943,0,0
0.477459,1.07285,0.487302,88.4804,0,0
0.500207,1.08053,0.590989,84.9207,0,0
0.482454,1.07085,0.694276,125.48,2148.05,0
0.478199,1.05818,0.771119,124.826,2082.55,0
0.483719,1.0766,0.882513,91.6303,0,0
0.47283,1.05797,0.984463,104.031,3.07922,0
0.577677,0.0864064,0,101.503,0,0
0.590141,0.09963,0.0871836,116.552,1255.24,0
0.571142,0.0865958,0.194882,106.28,228.001,0
0.574379,0.0899326,0.288316,108.339,433.92,0
0.595315,0.103584,0.392864,99.0942,0,0
0.599105,0.086128,0.501053,97.1393,0,0
0.578715,0.0956012,0.594064,121.088,1708.8,0
0.580754,0.091659,0.669976,110.212,621.201,0
0.591717,0.0836778,0.773706,101.394,0,0
0.573726,0.0942184,0.865306,103.808,0,0
0.590771,0.10334,0.960575,102.242,0,0
0.596505,0.202812,0,109.407,540.711,0
0.581504,0.180171,0.089247,113.374,937.425,0
0.588141,0.197576,0.202587,105.97,196.958,0
0.590017,0.191389,0.281072,106.226,222.634,0
0.57645,0.19898,0.382386,95.7449,0,0
0.596112,0.19134,0.485828,90.6807,0,0
0.571386,0.198538,0.589014,124.627,2062.67,0
0.591302,0.180494,0.668542,117.53,1353.01,0
0.590636,0.201313,0.783414,113.115,911.481,0
0.575528,0.205669,0.872847,113.835,983.521,0
0.571004,0.180417,0.96194,126.051,2205.14,0
0.573143,0.290993,0,108.207,420.699,0
0.571044,0.291498,0.0865811,111.377,737.692,0
0.595697,0.290692,0.207626,117.688,1368.83,0
0.590252,0.305132,0.287847,112.713,871.302,0
0.572605,0.299939,0.394919,106.057,205.668,0
0.598391,0.303252,0.477382,117.051,1305.05,0
0.574191,0.279319,0.576737,124.299,2029.85,0
0.57315,0.287706,0.67429,105.858,185.806,0
0.583084,0.278119,0.774195,109.976,597.626,0
0.591036,0.284626,0.883376,126.808,2280.83,0
0.576806,0.280017,0.986082,97.3122,0,0
0.576692,0.386831,0.000537837,96.4687,0,0
0.590457,0.37702,0.0895412,105.714,171.352,0
0.572032,0.390803,0.181419,97.4372,0,0
0.590085,0.383396,0.280292,103.196,0,0
0.573775,0.398233,0.402508,109.294,529.364,0
0.5986,0.381991,0.494458,122.468,1846.84,0
0.575575,0.381052,0.591183,114.439,1043.89,0
0.575075,0.37467,0.679351,136.877,3287.68,0
0.583495,0.389944,0.765632,102.638,0,0
0.598749,0.374547,0.878249,99.8506,0,0
0.584387,0.390765,0.981066,95.6635,0,0
0.570348,0.492971,0.0114727,97.8504,0,0
0.570666,0.493181,0.107057,124.523,2052.31,0
0.583918,0.497721,0.181139,123.149,1914.94,0
0.595023,0.491342,0.301399,89.1946,0,0
0.59852,0.484082,0.403202,135.21,3121.01,0
0.585986,0.475528,0.474822,119.836,1583.61,0
0.580298,0.484028,0.595291,100.453,0,0
0.597136,0.475617,0.673414,110.522,652.233,0
0.597942,0.493102,0.765627,101.517,0,0
0.598713,0.492561,0.877371,108.059,405.923,0
0.583092,0.499995,0.976417,110.889,688.942,0
0.598032,0.582628,0,99.5535,0,0
0.574536,0.597687,0.110876,121.855,1785.52,0
0.595886,0.577586,0.185648,125.333,2133.34,0
0.580601,0.595465,0.297115,121.599,1759.93,0
0.590087,0.588435,0.375516,103.866,0,0
0.576738,0.580245,0.47835,89.8631,0,0
0.581179,0.591387,0.586087,107.969,396.889,0
0.578697,0.577067,0.695163,97.8198,0,0
0.577068,0.59683,0.785927,123.402,1940.19,0
0.579479,0.577421,0.879161,123.054,1905.39,0
0.597782,0.580782,0.968179,117.91,1390.96,0
0.594359,0.670315,0.00282258,103.628,0,0
0.577648,0.688722,0.1107,116.768,1276.8,0
0.588169,0.689302,0.201136,128.382,2438.16,0
0.573822,0.690032,0.286482,127.553,2355.33,0
0.577867,0.686028,0.392677,103.622,0,0
0.598038,0.684791,0.489587,114.489,1048.85,0
0.592596,0.670315,0.598834,130.732,2673.2,0
0.586168,0.684894,0.673,114.626,1062.58,0
0.59413,0.679755,0.794402,125.169,2116.9,0
0.576591,0.673327,0.876087,115.325,1132.5,0
0.571774,0.67861,0.96765,103.356,0,0
0.595054,0.778746,0.00263131,89.6486,0,0
0.589375,0.77435,0.095648,116.674,1267.4,0
0.584538,0.773801,0.202201,106.338,233.8,0
0.594999,0.773757,0.300872,116.288,1228.76,0
0.594094,0.778142,0.385329,138.745,3474.5,0
0.587586,0.768202,0.476959,111.557,755.65,0
0.58311,0.770918,0.577956,91.8371,0,0
0.583457,0.772172,0.693488,131.579,2757.88,0
0.583939,0.767756,0.771592,115.864,1186.43,0
0.597465,0.787941,0.880522,106.684,268.366,0
0.587399,0.781779,0.976976,108.296,429.559,0
0.584606,0.890098,0,126.242,2224.22,0
0.599204,0.870503,0.0841587,124.155,2015.45,0
0.594308,0.890811,0.185677,100.711,0,0
0.593561,0.884805,0.280065,105.761,176.122,0
0.585273,0.868977,0.400541,114.718,1071.82,0
0.58954,0.888474,0.475105,116.885,1288.49,0
0.578999,0.872412,0.597544,104.247,24.7398,0
0.570726,0.863663,0.675134,123.058,1905.78,0
0.579731,0.862,0.774222,101.599,0,0
0.591899,0.885361,0.867206,99.5714,0,0
0.593877,0.876534,0.978883,92.7579,0,0
0.580529,0.960124,0.00725071,117.829,1382.85,0
0.574987,0.972312,0.10223,104.48,47.9813,0
0.577873,0.976426,0.201804,118.205,1420.54,0
0.583085,0.962002,0.29322,127.149,2314.94,0
0.578542,0.980704,0.387999,99.6707,0,0
0.596495,0.962507,0.497176,122.426,1842.57,0
0.574233,0.968663,0.5887,121.666,1766.65,0
0.596865,0.965906,0.673835,102.923,0,0
0.581212,0.961712,0.775254,98.738,0,0
0.573202,0.980941,0.891518,128.643,2464.29,0
0.595785,0.984691,0.975719,123.621,1962.14,0
0.59725,1.07957,0,95.5903,0,0
0.579703,1.05836,0.0855726,99.2663,0,0
0.58692,1.08108,0.192379,83.4112,0,0
0.588009,1.05969,0.300801,115.297,1129.71,0
0.59214,1.06488,0.375835,113.906,990.636,0
0.59389,1.06229,0.496719,101.096,0,0
0.593707,1.05788,0.585278,109.405,540.508,0
0.572785,1.07445,0.692053,100.056,0,0
0.59038,1.06496,0.775545,92.2772,0,0
0.591261,1.05783,0.89131,114.958,1095.76,0
0.576977,1.05956,0.966641,116.024,1202.38,0
0.684442,0.10537,1.91977e-05,88.4999,0,0
0.684887,0.090139,0.106955,96.4735,0,0
0.685218,0.100382,0.203806,100.199,0,0
0.690963,0.0886763,0.30017,113.38,937.966,0
0.672457,0.0891378,0.381041,114.563,1056.33,0
0.685431,0.104677,0.478862,107.627,362.737,0
0.670737,0.109325,0.59111,110.831,683.059,0
0.685867,0.0838705,0.673023,104.129,12.8586,0
0.672007,0.0961995,0.766721,106.002,200.233,0
0.681689,0.100511,0.882858,97.1064,0,0
0.685849,0.100422,0.98178,109.196,519.579,0
0.675614,0.199797,0,121.693,1769.27,0
0.696066,0.188002,0.0935354,113.769,976.87,0
0.688913,0.200752,0.182711,114.6,1059.97,0
0.684486,0.192099,0.295338,112.245,824.47,0
0.681835,0.1921,0.389164,96.9697,0,0
0.687051,0.182701,0.488688,128.03,2403.03,0
0.683357,0.188865,0.584231,108.496,449.618,0
0.680284,0.194925,0.686745,107.635,363.526,0
0.695055,0.180618,0.780141,113.567,956.669,0
0.695493,0.18035,0.870865,113.284,928.436,0
0.678553,0.179675,0.98494,101.769,0,0
0.68337,0.285892,0,101.86,0,0
0.692319,0.284677,0.0943037,98.9118,0,0
0.673575,0.283824,0.194789,110.933,693.28,0
0.689462,0.283589,0.305913,106.581,258.135,0
0.673112,0.291059,0.385164,108.288,428.78,0
0.684974,0.282223,0.479584,100.882,0,0
0.671719,0.285624,0.596857,108.217,421.712,0
0.681098,0.280896,0.675557,107.758,375.762,0
0.684494,0.278645,0.78122,92.0036,0,0
0.66946,0.30419,0.891289,116.544,1254.45,0
0.68551,0.303317,0.972991,106.223,222.331,0
0.696599,0.380543,0.0114942,95.0518,0,0
0.695417,0.389185,0.107618,113.905,990.542,0
0.689297,0.398579,0.183666,106.902,290.246,0
0.689145,0.389222,0.299786,101.427,0,0
0.680854,0.393712,0.392171,107.625,362.453,0
0.680742,0.389019,0.484066,113.263,926.287,0
0.684074,0.382743,0.587296,103.483,0,0
0.672656,0.393674,0.685427,100.61,0,0
0.668162,0.377822,0.794129,113.37,937.011,0
0.688956,0.396299,0.866652,120.211,1621.08,0
0.671297,0.387014,0.984352,103.166,0,0
0.682351,0.488534,0.00296927,99.8848,0,0
0.690044,0.481677,0.0868627,114.199,1019.94,0
0.684055,0.490544,0.194275,113.322,932.249,0
0.687367,0.490889,0.293159,115.88,1188.04,0
0.669319,0.499896,0.401035,126.193,2219.31,0
0.672487,0.481879,0.495631,114.972,1097.18,0
0.683871,0.481236,0.585213,107.176,317.593,0
0.693018,0.476682,0.684326,106.341,234.117,0
0.684135,0.477367,0.79239,104.064,6.39801,0
0.676797,0.495728,0.885566,117.604,1360.44,0
0.681102,0.4933,0.987774,95.062,0,0
0.694874,0.592417,0.00955828,106.687,268.659,0
0.668147,0.595947,0.104995,113.81,981.047,0
0.677332,0.580411,0.189859,126.047,2204.7,0
0.675025,0.581889,0.304509,112.657,865.65,0
0.696382,0.574732,0.384818,132.405,2840.52,0
0.680414,0.575376,0.48292,103.997,0,0
0.687855,0.569439,0.599362,101.407,0,0
0.690184,0.585194,0.686632,110.675,667.477,0
0.680692,0.596571,0.788923,97.9943,0,0
0.69529,0.580016,0.874808,114.759,1075.89,0
0.678524,0.58074,0.967027,116.525,1252.53,0
0.682678,0.688424,0.00428044,119.51,1551.02,0
0.690869,0.680827,0.108788,109.018,501.783,0
0.674555,0.67287,0.18619,112.4,839.978,0
0.695736,0.682614,0.306532,120.131,1613.05,0
0.673793,0.694302,0.392694,116.532,1253.16,0
0.678174,0.668043,0.493521,119.066,1506.59,0
0.671455,0.677655,0.584791,110.514,651.392,0
0.67688,0.674202,0.695709,112.242,824.217,0
0.672157,0.692363,0.772561,120.919,1691.95,0
0.673291,0.674257,0.884403,104.472,47.1794,0
0.671809,0.677828,0.963189,102.621,0,0
0.691538,0.768793,0.00830465,125.788,2178.84,0
0.674304,0.791805,0.0915123,129.47,2547,0
0.684809,0.780557,0.181071,111.307,730.685,0
0.681825,0.765726,0.282876,119.829,1582.86,0
0.668419,0.768834,0.377551,129.404,2540.41,0
0.68844,0.772168,0.482791,87.852,0,0
0.681395,0.772731,0.590741,101.21,0,0
0.667967,0.775907,0.684589,101.53,0,0
0.676917,0.784986,0.792945,118.844,1484.38,0
0.672698,0.790477,0.877382,129.22,2522.03,0
0.675045,0.78569,0.966839,110.558,655.833,0
0.673661,0.869799,0.00330726,102.479,0,0
0.670737,0.870928,0.0986307,130.402,2640.17,0
0.696641,0.864221,0.195681,116.259,1225.87,0
0.686427,0.864019,0.294995,94.7203,0,0
0.67667,0.869989,0.403128,101.908,0,0
0.685632,0.886931,0.499509,116.056,1205.58,0
0.694609,0.886208,0.584101,110.436,643.647,0
0.680129,0.879246,0.69146,95.1278,0,0
0.696042,0.86228,0.789544,119.329,1532.87,0
0.685016,0.889758,0.87376,119.79,1578.96,0
0.684391,0.866213,0.987883,106.861,286.126,0
0.681925,0.977612,0.00526539,89.5967,0,0
0.681658,0.974694,0.104209,110.74,674.014,0
0.672749,0.981657,0.193467,99.0466,0,0
0.672375,0.970354,0.292791,115.628,1162.81,0
0.684,0.984745,0.375683,108.164,416.37,0
0.678943,0.964312,0.47682,122.633,1863.3,0
0.692489,0.966489,0.57963,107.225,322.523,0
0.692353,0.985826,0.676,121.453,1745.27,0
0.672138,0.972976,0.772605,102.072,0,0
0.670214,0.961227,0.875879,116.296,1229.63,0
0.674446,0.974192,0.962427,117.179,1317.91,0
0.687057,1.07651,0.00740725,95.8495,0,0
0.692067,1.05694,0.104498,110.184,618.369,0
0.694448,1.07854,0.206451,96.7512,0,0
0.676155,1.06682,0.305096,116.359,1235.93,0
0.692665,1.07474,0.383384,128.306,2430.64,0
0.677231,1.05908,0.479843,101.441,0,0
0.681324,1.07939,0.591152,88.1223,0,0
0.676773,1.06843,0.696277,99.6348,0,0
0.696077,1.06299,0.7905,113.477,947.676,0
0.695845,1.08132,0.889061,102.138,0,0
0.688263,1.06039,0.97399,111.406,740.567,0
0.781716,0.0934829,8.16311e-06,90.2335,0,0
0.781708,0.103755,0.10936,100.113,0,0
0.771648,0.11046,0.206234,121.822,1782.23,0
0.769747,0.083143,0.286201,117.369,1336.94,0
0.77806,0.104219,0.383706,108.662,466.17,0
0.789322,0.0841361,0.47477,97.3493,0,0
0.779952,0.0906761,0.575893,82.2265,0,0
0.774258,0.0921908,0.689666,95.6206,0,0
0.788845,0.0920695,0.788389,94.7702,0,0
0.788527,0.0910152,0.887962,106.525,252.46,0
0.775005,0.108655,0.963241,113.578,957.785,0
0.771781,0.200596,0.00755508,98.2672,0,0
0.781447,0.186701,0.0908595,125.776,2177.61,0
0.77436,0.190623,0.199738,112.34,834.022,0
0.769388,0.181629,0.296539,107.203,320.316,0
0.791474,0.182859,0.38656,123.689,1968.87,0
0.771968,0.193271,0.494539,102.387,0,0
0.786338,0.200549,0.591321,121.047,1704.74,0
0.783996,0.202248,0.685689,114.206,1020.6,0
0.790607,0.188442,0.774072,122.187,1818.69,0
0.773589,0.203751,0.87218,115.511,1151.09,0
0.766841,0.195375,0.983557,98.8655,0,0
0.788599,0.305349,0,112.365,836.523,0
0.787114,0.298077,0.0914777,118.241,1424.08,0
0.777797,0.297881,0.190829,102.614,0,0
0.792246,0.30496,0.293844,113.449,944.923,0
0.788436,0.28216,0.383243,114.077,1007.7,0
0.784617,0.292014,0.494486,107.137,313.719,0
0.776692,0.279914,0.586441,115.506,1150.65,0
0.792396,0.305778,0.675133,116.976,1297.6,0
0.786052,0.303775,0.791805,99.4905,0,0
0.772476,0.279905,0.892026,116.522,1252.23,0
0.782963,0.305406,0.962566,123.179,1917.95,0
0.790021,0.378559,0.011769,150.625,4662.48,0
0.793746,0.377053,0.0835396,132.207,2820.69,0
0.789243,0.382819,0.191329,111.127,712.725,0
0.779512,0.391314,0.290766,116.591,1259.13,0
0.767859,0.37646,0.396367,96.5658,0,0
0.78134,0.382332,0.494531,119.407,1540.69,0
0.771604,0.374662,0.571501,110.528,652.836,0
0.779595,0.378406,0.680343,112.295,829.506,0
0.781727,0.386157,0.776349,100.911,0,0
0.777456,0.402808,0.883207,125.753,2175.26,0
0.771878,0.387291,0.969945,113.417,941.681,0
0.77315,0.473432,0.00835446,99.9307,0,0
0.766039,0.499971,0.0918307,118.61,1461.03,0
0.769402,0.472147,0.197236,106.418,241.833,0
0.767145,0.476731,0.286785,121.321,1732.08,0
0.772398,0.49025,0.376634,94.9542,0,0
0.784738,0.475861,0.500996,114.796,1079.56,0
0.792888,0.490951,0.577635,117.545,1354.48,0
0.786677,0.495516,0.670656,100.783,0,0
0.774153,0.496205,0.775387,105.331,133.139,0
0.791802,0.477588,0.878891,120.728,1672.81,0
0.788872,0.482062,0.973829,100.828,0,0
0.781115,0.596492,0.00747855,114.597,1059.71,0
0.773078,0.581716,0.0955421,125.943,2194.29,0
0.771003,0.590875,0.181736,103.897,0,0
0.772946,0.592609,0.294082,100.437,0,0
0.770528,0.580242,0.390887,132.833,2883.31,0
0.775444,0.58482,0.481769,99.6426,0,0
0.783255,0.597165,0.592284,114.305,1030.52,0
0.776759,0.593969,0.688806,108.164,416.424,0
0.787103,0.57724,0.79332,113.976,997.554,0
0.791601,0.57455,0.890903,120.864,1686.39,0
0.779446,0.588821,0.976183,104.798,79.8302,0
0.767116,0.672323,0,110.782,678.182,0
0.793049,0.681069,0.100808,117.037,1303.71,0
0.787567,0.677487,0.19225,114.344,1034.45,0
0.772602,0.687929,0.293371,131.297,2729.75,0
0.771534,0.667991,0.378644,107.37,336.971,0
0.768928,0.681565,0.491474,103.992,0,0
0.774799,0.679566,0.579797,120.061,1606.06,0
0.793572,0.683778,0.675208,120.569,1656.89,0
0.78085,0.668002,0.777827,92.5411,0,0
0.7858,0.685702,0.884963,97.8129,0,0
0.790623,0.672259,0.974448,106.278,227.814,0
0.770828,0.780434,0,108.586,458.559,0
0.774041,0.773665,0.0979338,103.441,0,0
0.77862,0.779481,0.185027,106.965,296.524,0
0.771658,0.766092,0.280432,116.809,1280.94,0
0.779968,0.769076,0.377414,95.3832,0,0
0.790659,0.775752,0.473326,95.5924,0,0
0.775349,0.774668,0.59596,111.369,736.931,0
0.786527,0.772788,0.686242,126.107,2210.68,0
0.793162,0.79101,0.776518,111.788,778.782,0
0.767212,0.784859,0.867554,99.3892,0,0
0.789005,0.78524,0.98398,97.1632,0,0
0.769311,0.875137,0,106.931,293.09,0
0.772968,0.885636,0.0890524,103.11,0,0
0.767577,0.891009,0.18139,120.598,1659.79,0
0.790952,0.885437,0.294077,88.2297,0,0
0.767311,0.880662,0.40085,103.001,0,0
0.794481,0.89004,0.499425,117.881,1388.13,0
0.790331,0.867335,0.59336,117.931,1393.07,0
0.768326,0.865858,0.688859,116.602,1260.21,0
0.776689,0.878352,0.768903,125.002,2100.23,0
0.79395,0.872382,0.879735,107.407,340.682,0
0.773801,0.864096,0.981076,103.731,0,0
0.790064,0.967712,0,93.9016,0,0
0.78417,0.98826,0.101356,108.123,412.286,0
0.792419,0.961476,0.201071,120.328,1632.82,0
0.767711,0.97926,0.294661,101.609,0,0
0.78097,0.961178,0.401992,112.759,875.918,0
0.774863,0.967787,0.486233,124.732,2073.23,0
0.7864,0.970038,0.572761,105.211,121.089,0
0.770035,0.975613,0.671034,115.657,1165.74,0
0.771958,0.973292,0.774428,96.5042,0,0
0.786079,0.959416,0.888085,109.229,522.949,0
0.774417,0.980062,0.967536,107.422,342.245,0
0.790272,1.07431,0,95.5564,0,0
0.771454,1.08104,0.0868865,105.481,148.058,0
0.78245,1.0688,0.197555,99.5769,0,0
0.779592,1.07919,0.290392,97.335,0,0
0.766756,1.06143,0.384838,109.583,558.339,0
0.781044,1.06991,0.48311,89.8115,0,0
0.788299,1.08461,0.588938,106.49,248.983,0
0.7787,1.06022,0.670737,106.576,257.584,0
0.768896,1.08147,0.782965,101.799,0,0
0.781889,1.08463,0.878298,98.1065,0,0
0.768942,1.06822,0.988209,101.224,0,0
0.872446,0.0843826,1.10921e-05,92.4876,0,0
0.891139,0.0962573,0.107859,109.976,597.625,0
0.880492,0.0893826,0.195946,106.119,211.904,0
0.867739,0.100876,0.285325,95.7968,0,0
0.874753,0.0818791,0.402971,87.1074,0,0
0.877521,0.0960964,0.497456,123.824,1982.39,0
0.884205,0.0916993,0.572164,107.914,391.364,0
0.86869,0.0928881,0.677449,87.4019,0,0
0.883268,0.103138,0.784492,105.675,167.471,0
0.880726,0.0905796,0.88759,106.731,273.126,0
0.873296,0.0862257,0.976924,90.612,0,0
0.881775,0.196928,0,106.364,236.396,0
0.869018,0.185658,0.0848497,108.321,432.122,0
0.880408,0.191925,0.202187,98.1498,0,0
0.875857,0.207545,0.292513,108.241,424.059,0
0.865716,0.20465,0.399365,112.23,822.952,0
0.871272,0.17958,0.501057,112.397,839.664,0
0.86908,0.195428,0.584974,112.635,863.475,0
0.8634,0.193395,0.693246,113.253,925.327,0
0.865839,0.188863,0.774172,133.308,2930.75,0
0.876072,0.189976,0.873376,91.5591,0,0
0.866847,0.20278,0.974059,101.72,0,0
0.888985,0.279407,0.0101653,114.001,1000.1,0
0.882417,0.284152,0.0867953,119.45,1545.01,0
0.874338,0.283247,0.209367,111.091,709.104,0
0.872825,0.285891,0.296718,136.482,3248.15,0
0.86523,0.288454,0.387773,126.176,2217.63,0
